Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
IOOF GSS Colonial F.S. Wholesale Income,,,,,,,,,,385714.29,1757500,2481000,2213000,2080833.33,2100000,2163951.92,1930792.17,1896465.5,,,
IOOF GSS Colonial First State Imputation,,,,,,,,,,1251428.57,2497500,2435000,1705000,1726666.67,1602500,1098766.83,1079293.5,1166486,,,
IOOF GSS Colonial First State Prop. Sec.,,,,,,,,,,958571.43,2740833.33,3751000,4316000,4883333.33,4568333.33,1987320.33,1069180.42,1084377,,,
IOOF GSS Conservative,,,,,,,,,,808571.43,2395833.33,4202000,6247000,7030000,7995833.33,7291369.25,7364242.17,8634991,,,
IOOF GSS Credit Suisse Global Income,,,,,,,,,,,,,50000,1276363.64,1822500,1200332.58,289872.25,344420.5,,,
IOOF GSS Credit Suisse Syndicated Loan,,,,,,,,,,,,,,,,13229.22,14515,48255.5,,,
IOOF GSS Custom Choice Boutique Aust Shr,,,,,,,,,,,,,74000,108333.33,142500,110700.42,111792.58,95149.5,,,
IOOF GSS Defensive,,,,,,,,,,,268888.89,477000,926000,853333.33,1405000,1297430.42,1244379.25,1193297.5,,,
IOOF GSS DWS Global Equity Thematic,,,,,,,,,,,,,,,,64259.9,78880.42,51093,,,
IOOF GSS EQT- IV International Sharemkts,,,,,,,,,,,,,,,,85391.8,136525.42,154749.5,,,
IOOF GSS Fidelity Australian Equities,,,,,,,,,,,,,,,45000,224428.25,647245.17,833164,,,
IOOF GSS Fidelity Europe,,,,,,,,,,60000,38333.33,72000,90000,146666.67,211666.67,165553.08,132380.42,96182.5,,,
IOOF GSS Fidelity Global Equities,,,,,,,,,,158571.43,506666.67,655000,617000,558333.33,556666.67,592990.42,559023.25,504405.5,,,
IOOF GSS Fidelity Japan,,,,,,,,,,16666.67,36666.67,149000,248000,1400000,1269166.67,826184.92,585308.17,436501,,,
IOOF GSS Fortis Australian Equity,,,,,,,,,,,,,,,,170867,218982.5,329456.5,,,
IOOF GSS Fortis Concentrated Aus Equity,,,,,,,,,,,,,,,,,,,,,
IOOF GSS Gabelli All Cap Value,,,,,,,,,,,0,105000,110000,36666.67,36666.67,21206.25,15550.27,,,,
IOOF GSS Gabelli Small Cap Value,,,,,,,,,,137142.86,415000,515000,438000,400000,353333.33,235245.58,184550.18,,,,
IOOF GSS Growth,,,,,,,,,,3168571.43,10025833.33,19722000,34890000,43280833.33,47749166.67,38166704.92,36772964.67,39596352,,,
IOOF GSS Growth with Income,,,,,,,,,,1417142.86,4223333.33,6247000,8517000,10485833.33,12729166.67,10685212.17,10959495.83,11779905.5,,,
IOOF GSS GS JBWere Aus Infrastruct,,,,,,,,,,,,,,254285.71,290000,685372.17,632457.5,665647,,,
IOOF GSS GVI Global Industrial Share,,,,,,,,,,,,,,110000,247500,645826.33,751464.75,869838.5,,,
IOOF GSS Hunter Hall Australian Value,,,,,,,,,,0,262500,1173000,1510000,817500,695000,443870.33,350167.67,420639,,,
IOOF GSS Hunter Hall Global Ethical,,,,,,,,,,,,,,,10000,62712.33,163273.25,204956.5,,,
IOOF GSS ING Balanced,,,,,,,,,,,10000,27000,115000,166666.67,296666.67,272314.83,240474.83,303889.5,,,
IOOF GSS ING Diversified Fixed Income,,,,,,,,,,,,,,,,,2846,11708,,,
IOOF GSS ING Managed Growth,,,,,,,,,,,,0,17500,44166.67,148333.33,125372.92,122138.17,131993,,,
IOOF GSS Int Bonds Active (Hedged),,,,,,,,,,,,,,,,2585,2289.7,33211,,,
IOOF GSS Int Prop Securities (Hedged),,,,,,,,,,,,,,,,8404.43,16597.5,62062.5,,,
IOOF GSS Intl Shares High Opp (Hedged),,,,,,,,,,,,,,,,6090.5,11726.67,15574,,,
IOOF GSS Intl Shares High Opp (Unhedged),,,,,,,,,,,,,,,,22856.25,1309.08,1344,,,
IOOF GSS Investors Mutual Aust ex-100,,,,,,,,,,824285.71,1190833.33,1276000,1357000,1301666.67,1318333.33,799925.17,417273.67,394757,,,
IOOF GSS Investors Mutual Aust ex-50,,,,,,,,,,335000,2275833.33,5251000,5513000,4579166.67,4533333.33,2976000.75,2414130.42,2496020,,,
IOOF GSS Investors Mutual Ind Share,,,,,,,,,,,1433000,5294000,8668000,9778333.33,11103333.33,8853454.92,7515535.33,7321250,,,
IOOF GSS JBWere Diversified Growth,,,,,,,,,,,10000,21000,61000,140000,213333.33,153851,102047.67,112608,,,
IOOF GSS JBWere Global Small Companies,,,,,,,,,,,96666.67,496000,1411000,2141666.67,2230000,1374202,963825.08,905384,,,
IOOF GSS Lazard Australian Equity,,,,,,,,,,335000,1305833.33,3174000,4788000,5897500,5617500,2951370.58,1892180.17,1772826.5,,,
IOOF GSS Lazard Global Small Cap,,,,,,,,,,130000,750000,1797000,2222000,2289166.67,2248333.33,1186546.75,635706.75,602025,,,
IOOF GSS Macq Diversified Fixed Interest,,,,,,,,,,,,,,40000,63333.33,85935,114325.42,123991.5,,,
IOOF GSS Macquarie Income Opportunities,,,,,,,,,,,,,,,28571.43,30289.08,77273.58,119751,,,
IOOF GSS Maq Intl Infras Securities,,,,,,,,,,,,,,800909.09,1805833.33,1638381.83,1168232.75,1075521.5,,,
IOOF GSS Marsico Large Cap Growth,,,,,,,,,,10000,78333.33,192000,157000,125000,98333.33,70928,56835.82,,,,
IOOF GSS Marvin & Palmer Global Equity,,,,,,,,,,,,26000,53000,78333.33,70833.33,65447.08,45830.92,29614,,,
IOOF GSS MFS Hedged Global Equity,,,,,,,,,,,,,24000,30000,77500,107246.58,91494.42,108149.5,,,
IOOF GSS MFS Unhedged Global Equity,,,,,,,,,,,,,,,31250,76106.67,45435.83,54365.5,,,
IOOF GSS MIR Absolute Return,,,,,,,,,,,,,,448181.82,759166.67,704155.5,552304.8,,,,
IOOF GSS Morgan Stanley Global Equity,,,,,,,,,,380000,737500,869000,1063000,878333.33,307500,202512,147879.67,133928,,,
IOOF GSS Orion Australian Shares,,,,,,,,,,,,1436000,3160000,5423333.33,6565000,5208848.83,4556229.33,4689135.5,,,
IOOF GSS Perennial Aust Listed Prop Sec,,,,,,,,,,,,,,295714.29,225000,163943.58,142030.25,144297.5,,,
IOOF GSS Perpetual Australian ex-50,,,,,,,,,,244285.71,298333.33,280000,225000,220833.33,221666.67,129904.33,78339.42,84490,,,
IOOF GSS Perpetual Balanced Growth,,,,,,,,,,,,180000,555000,1176666.67,1425833.33,946357.42,640725.58,651045,,,
IOOF GSS Perpetual Ethical SRI,,,,,,,,,,,,,,,10000,29440.25,55934.17,89188,,,
IOOF GSS Perpetual Income,,,,,,,,,,,,,,30000,24545.45,221363.83,252869.58,206010,,,
IOOF GSS Perpetual Industrial Share,,,,,,,,,,,,,953333.33,2580833.33,4705833.33,4338383.5,4680144.25,5526303.5,,,
IOOF GSS Perpetual Property Securities,,,,,,,,,,,,,,106250,160833.33,174406.33,260585.42,397271.5,,,
IOOF GSS PIMCO Diversified Fxd Interest,,,,,,,,,,344285.71,1597500,2628000,3825000,3903333.33,2949166.67,2203618.33,1851169.83,1965187.5,,,
IOOF GSS PIMCO Global Commodities,,,,,,,,,,,,,,128181.82,93333.33,188479.92,135199.25,174869.5,,,
IOOF GSS PIMCO Global Credit,,,,,,,,,,72000,443333.33,851000,1413000,1530833.33,1319166.67,1019183.08,842758.17,841693.5,,,
IOOF GSS Platinum Asia,,,,,,,,,,,,548000,2076000,4929166.67,6741666.67,6087978.58,6418544.42,6748097,,,
IOOF GSS Platinum European,,,,,,,,,,130000,373333.33,857000,1094000,1280833.33,1345833.33,918990.58,707829.92,677657,,,
IOOF GSS Platinum International,,,,,,,,,,1864285.71,5371666.67,11784000,15827000,19086666.67,19062500,14402805.67,14493386.75,14346327.5,,,
IOOF GSS PM Cap Absolute Performance,,,,,,,,,,,,,,325454.55,702500,450587.83,332347.17,240465.5,,,
IOOF GSS Premium China,,,,,,,,,,,,,,161428.57,750833.33,1025349.67,1343271.42,1612507.5,,,
IOOF GSS Prime Value Growth,,,,,,,,,,,,,,,17500,526406.25,999577.08,1221556.5,,,
IOOF GSS Principal Property Securities,,,,,,,,,,,,,,,,,11209.11,7757.5,,,
IOOF GSS RREEF Paladin Property Security,,,,,,,,,,782857.14,2488333.33,3910000,4905000,5869166.67,6626666.67,3163253.42,1713779.08,1777652,,,
IOOF GSS Schroder Asia Pacific,,,,,,,,,,15000,177500,524000,677000,849166.67,955000,595981.42,414313.67,334775.5,,,
IOOF GSS Schroder Australian Equity,,,,,,,,,,750000,1919166.67,3454000,4849000,5506666.67,5884166.67,4341952.17,3939600.33,4532314.5,,,
IOOF GSS Schroder Balanced,,,,,,,,,,,,0,0,0,115714.29,137646.92,88930.67,43305.5,,,
IOOF GSS Schroder Fixed Income,,,,,,,,,,,,,,,,13001.57,129973.83,195126.5,,,
IOOF GSS SG Hiscock Listed Prop Sec,,,,,,,,,,,158888.89,814000,1531000,1784166.67,1915833.33,1051393.17,595340.67,629189,,,
IOOF GSS SGH LaSalle Global Listed Prop,,,,,,,,,,,,,286666.67,1630000,3936666.67,2124128.83,957630.75,940258,,,
IOOF GSS T Rowe Price Global Equities,,,,,,,,,,,,,,,,29434.14,77253.92,108144.5,,,
IOOF GSS TAAM Asia,,,,,,,,,,,,,,,,22607,22998.42,41162.5,,,
IOOF GSS Templeton Global Equity,,,,,,,,,,,,,,,495000,451292.33,349457.42,267457,,,
IOOF GSS UBS Australian Bond,,,,,,,,,,245714.29,1092500,1469000,2008000,2096666.67,1832500,1550627,1235948.08,1091377,,,
IOOF GSS UBS Australian Share,,,,,,,,,,952857.14,3041666.67,5170000,7126000,9367500,10200000,6387922,5459103.58,5799886.5,,,
IOOF GSS UBS Balanced Investment,,,,,,,,,,,0,184000,329000,386666.67,312500,187527.75,191720.42,248070.5,,,
IOOF GSS UBS Cash,,,,,,,,,,2314285.71,7806666.67,9061000,8224000,11378333.33,12845833.33,16322141.5,19094814.08,17332919,,,
IOOF GSS UBS Credit Enhanced Cash,,,,,,,,,,580000,3452500,5246000,6326000,7052500,7267500,4551772.33,1590382.17,1256236,,,
IOOF GSS UBS Defensive,,,,,,,,,,,,148000,197000,234166.67,115000,140750.17,127214.08,171252,,,
IOOF GSS UBS Diversified Credit Income,,,,,,,,,,,495000,1451000,3208000,3354166.67,3502500,2644989.33,2004511.67,1897882.5,,,
IOOF GSS UBS Diversified Fixed Income,,,,,,,,,,,,70000,84000,30000,30000,43990.2,58627.92,79794.5,,,
IOOF GSS UBS Protected Cash,,,,,,,,,,,,,,,,,1115503.27,1085214.5,,,
IOOF GSS van Eyk Blueprint Balanced,,,,,,,,,,,,10000,182000,191666.67,145000,115029.42,32024.33,20709.5,,,
IOOF GSS van Eyk Blueprint Capital Stbl,,,,,,,,,,,,0,74444.44,74166.67,80000,65553.57,144511.75,212821,,,
IOOF GSS van Eyk Blueprint High Growth,,,,,,,,,,,,15000,44000,240833.33,333333.33,288394.42,276211.83,328108.5,,,
IOOF GSS Ventura Australian Opportunitie,,,,,,,,,,,,,27500,38333.33,65833.33,45752.3,6067.58,9631,,,
IOOF GSS Ventura Diversified 50,,,,,,,,,,,,182000,1019000,1521666.67,1240833.33,615125.33,608600.42,530847,,,
IOOF GSS Ventura Growth 70,,,,,,,,,,,10000,1447000,4966000,6421666.67,6971666.67,4732786.67,3380056.17,3054811.5,,,
IOOF GSS Walter Scott Global Equity,,,,,,,,,,,,,,316363.64,820000,781126.33,867949.92,1045838.5,,,
IOOF GSS Zurich Managed Growth,,,,,,,,,,,,0,10000,17500,11666.67,11894.33,12259,11778.5,,,
IOOF LSF - Aus Listed Property Secs,,,,,,,,,,,,,,,,,,,,,298164.7
IOOF LSF - Australian Core Equity R,,,,,,,,,,,,,,,,,,,,,22885112.8
IOOF LSF - Australian Core Equity W,,,,,,,,,,,,,,,,,,,,,17927966.8
IOOF LSF - Australian Large Equities,,,,,,,,,,,,,,,,,,,,,1176996.6
IOOF LSF - Australian Small Equities,,,,,,,,,,,,,,,,,,,,,175958.5
IOOF LSF - Australian Value Equities,,,,,,,,,,,,,,,,,,,,,1293592.5
IOOF LSF - Cash Investment,,,,,,,,,,,,,,,,,,,,,
IOOF LSF - Diversified Fixed Interest,,,,,,,,,,,,,,,,,,,,,5843533.7
IOOF LSF - Emerging Markets,,,,,,,,,,,,,,,,,,,,,1519686.3
IOOF LSF - Global Large Equities,,,,,,,,,,,,,,,,,,,,,165953.5
IOOF LSF - Global Small Equities,,,,,,,,,,,,,,,,,,,,,378037
IOOF LSF - Global Value Equities,,,,,,,,,,,,,,,,,,,,,1705291.6
IOOF LSF - Intl Core Equity Hedged R,,,,,,,,,,,,,,,,,,,,,1824943.5
IOOF LSF - Intl Core Equity Hedged W,,,,,,,,,,,,,,,,,,,,,6547662.7
IOOF LSF - Intl Core Equity R,,,,,,,,,,,,,,,,,,,,,20133454.8
IOOF LSF - Intl Core Equity W,,,,,,,,,,,,,,,,,,,,,10197880.6
IOOF OCS Aberdeen Austral. Equities,,,,,,,,,,,26666.67,60000,279000,553333.33,632500,472631.08,363873.25,322283,,,
IOOF OCS Aberdeen Australian Bond,,,,,,,,,,,,,,,0,,,,,,
IOOF OCS Aberdeen Australian Fxd Income,,,,,,,,,,,0,36000,48000,54166.67,60000,59630.75,62155,67630,,,
IOOF OCS Aberdeen Balanced Fixed Income,,,,,,,,,,,,0,0,0,0,4537,5757.92,5820.5,,,
IOOF OCS Aberdeen International Equities,,,,,,,,,,,36666.67,123000,345000,558333.33,556666.67,362836.08,291457.42,327456,,,
IOOF OCS Absolute Return,,,,,,,,,,,,,,,15000,43524.92,49491.42,51391,,,
IOOF OCS Aggressive Growth,,,,,,,,,,,295000,567000,1228000,2300000,3340000,3390926.33,2722087.75,2177780.5,,,
IOOF OCS All Star IAM Australian Share,,,,,,,,,,,,,,,,8131.25,23241,46031.5,,,
IOOF OCS AMP Capital Core Property,,,,,,,,,,,,,,,,17987.27,6779.44,,,,
IOOF OCS APN Property for Income,,,,,,,,,,,10000,286000,633000,946666.67,1180833.33,822583.83,539160.67,530082,,,
IOOF OCS APN Property for Income No. 2,,,,,,,,,,,,,,106666.67,148333.33,140027.83,124800.5,121238,,,
IOOF OCS Aus Unity Vianova Strat Fxd Int,,,,,,,,,,,,,,,,6417.33,7865.08,10154,,,
IOOF OCS Ausbil Aust Emerging Leaders,,,,,,,,,,,,,,37500,545000,681300.42,633257.75,704003,,,
IOOF OCS Ausbil Australian Active Equity,,,,,,,,,,,,,,,68000,225070.08,648093.08,943372,,,
IOOF OCS Aust Unity Mortgage Income,,,,,,,,,,,,118571.43,221000,361666.67,521666.67,586708.83,530355.58,489823,,,
IOOF OCS Aust. Equity,,,,,,,,,,,0,76000,196000,316666.67,430833.33,355110.5,307225.5,306236.5,,,
IOOF OCS Australian Shares High Alpha,,,,,,,,,,,,,,,30000,55975.25,12076.75,7228,,,
IOOF OCS Australian Unity HiYld Mortgage,,,,,,,,,,,,,,,,41150.57,49281.25,49624.5,,,
IOOF OCS Australian Unity Platypus AusEq,,,,,,,,,,,,,,,,5577.67,16412.5,22015.5,,,
IOOF OCS Aviva Investors Aust Equities,,,,,,,,,,,,0,10000,24166.67,85833.33,35727.75,21847,993,,,
IOOF OCS Aviva Investors Hi Grth Share,,,,,,,,,,,,48000,187000,335833.33,425833.33,357731.75,343766.42,348406,,,
IOOF OCS AXA Bernstein Global Equity,,,,,,,,,,,,,,112500,312500,437970.83,373382.92,274285.5,,,
IOOF OCS AXA Wholesale Aust Equity Value,,,,,,,,,,,,,,,22500,48838.33,75782,93821,,,
IOOF OCS Balanced,,,,,,,,,,,676000,4395000,11221000,20429166.67,36355833.33,39592754,35539249.17,31931637,,,
IOOF OCS Barclays Australian Bond Index,,,,,,,,,,,,0,10000,14166.67,29166.67,42580.67,52410,52471.5,,,
IOOF OCS Barclays Australian Eq Index,,,,,,,,,,,,168571.43,388000,556666.67,902500,849971.08,598219.33,634616.5,,,
IOOF OCS Barclays Balanced,,,,,,,,,,,,37000,146000,406666.67,665833.33,679995.58,559443.5,349701,,,
IOOF OCS Barclays Hedged World Eq Index,,,,,,,,,,,36666.67,144000,309000,488333.33,501666.67,474968.42,295280.83,256710,,,
IOOF OCS Barclays Listed Property Index,,,,,,,,,,,,55000,228000,305000,444166.67,335616,258196.5,328568,,,
IOOF OCS Barclays Overseas Bond Index,,,,,,,,,,,0,10000,12000,20000,35833.33,43540.17,31392.55,,,,
IOOF OCS BlackRock Balanced,,,,,,,,,,,,,,,107000,247567.58,247926.75,380838.5,,,
IOOF OCS Blended Aust Smaller Companies,,,,,,,,,,,33333.33,329000,768000,1155833.33,1905833.33,1410808.58,1023623.08,1092267.5,,,
IOOF OCS Blended Australian Geared Shrs,,,,,,,,,,,,,,,156000,328467.5,420659.08,353220,,,
IOOF OCS Blended Australian Shares,,,,,,,,,,,0,810000,1543000,2145833.33,3387500,2920381.83,2351344.83,2485585.5,,,
IOOF OCS Blended Global Shares,,,,,,,,,,,0,480000,822000,1194166.67,1704166.67,1541821,1086525.5,1195384,,,
IOOF OCS Blended Property,,,,,,,,,,,,,,20000,90000,118405.17,86271.17,94618,,,
IOOF OCS BT Wholesale International Shr,,,,,,,,,,,,,,,,429.5,382.42,368.5,,,
IOOF OCS Cash,,,,,,,,,,,,,,,,190798.4,407647.58,320600.5,,,
IOOF OCS Cash Enhanced,,,,,,,,,,,,,,,,10448.2,85519.92,11428,,,
IOOF OCS Challenger Wholesale Aust Share,,,,,,,,,,,,,,,20000,31394.58,62308.67,78595.5,,,
IOOF OCS Colonial F.S. Wholesale Income,,,,,,,,,,,,160000,225000,234166.67,252500,222672.17,182752.83,182128,,,
IOOF OCS Colonial First State Imputation,,,,,,,,,,,36666.67,48000,58000,85000,84166.67,37137.75,44617.67,47792,,,
IOOF OCS Colonial First State Prop. Sec.,,,,,,,,,,,0,51111.11,141000,229166.67,330833.33,200531.58,108941.33,102527,,,
IOOF OCS Conservative,,,,,,,,,,,520000,2343000,4193000,8140833.33,11219166.67,11583526.33,12815073.5,13136992,,,
IOOF OCS Credit Suisse Global Income,,,,,,,,,,,,,,,0,8358.33,,,,,
IOOF OCS Credit Suisse Syndicated Loan,,,,,,,,,,,,,,,,32371.63,47186,,,,
IOOF OCS Custom Choice Boutique Aust Shr,,,,,,,,,,,,,,0,48181.82,60377.17,36872.67,29333,,,
IOOF OCS Defensive,,,,,,,,,,,,72857.14,44000,18333.33,20000,105128.58,118211.42,66001.5,,,
IOOF OCS DWS Global Equity Thematic,,,,,,,,,,,,,,,10000,60917.25,62263.25,65936,,,
IOOF OCS EQT- IV International Sharemkts,,,,,,,,,,,,,,,,22934.82,21549.42,21732.5,,,
IOOF OCS Fidelity Australian Equities,,,,,,,,,,,,,,,80000,249168.17,725655,1026026.5,,,
IOOF OCS Fidelity Europe,,,,,,,,,,,,,,10000,11666.67,10290.67,9687.75,5893,,,
IOOF OCS Fidelity Global Equities,,,,,,,,,,,10000,34000,68000,100833.33,96666.67,86000.33,61641.75,69524,,,
IOOF OCS Fidelity Japan,,,,,,,,,,,,,,,29090.91,48555.67,39854.25,30418.5,,,
IOOF OCS Fortis Australian Equity,,,,,,,,,,,,,,,,,9406.29,47412,,,
IOOF OCS Fortis Concentrated Aus Equity,,,,,,,,,,,,,,,,,,,,,
IOOF OCS Gabelli All Cap Value,,,,,,,,,,,,,,0,0,,,,,,
IOOF OCS Gabelli Small Cap Value,,,,,,,,,,,,,,,0,,,,,,
IOOF OCS Growth,,,,,,,,,,,718000,5590000,18083000,32783333.33,43683333.33,38528484.25,35180801.25,33661134,,,
IOOF OCS Growth with Income,,,,,,,,,,,17500,236000,711000,1093333.33,2048333.33,2263535.5,1945783.42,2048890,,,
IOOF OCS GS JBWere Aus Infrastruct,,,,,,,,,,,,,,10000,31666.67,233139.42,452042.42,559865.5,,,
IOOF OCS GVI Global Industrial Share,,,,,,,,,,,,,,10000,27500,169269.92,343015.83,409722.5,,,
IOOF OCS Hunter Hall Australian Value,,,,,,,,,,,10000,83000,84000,24166.67,22500,23323.25,21244.33,26541,,,
IOOF OCS Hunter Hall Global Ethical,,,,,,,,,,,,,,,,1097,1339.17,766,,,
IOOF OCS ING Balanced,,,,,,,,,,,,69000,171000,238333.33,201666.67,168824,143874.42,104695.5,,,
IOOF OCS ING Diversified Fixed Income,,,,,,,,,,,,,,,,21675.2,35420.67,66437.5,,,
IOOF OCS ING Managed Growth,,,,,,,,,,,,34444.44,213000,217500,120000,61641.42,59412.42,15398,,,
IOOF OCS Int Bonds Active (Hedged),,,,,,,,,,,,,,,,8834,7470,,,,
IOOF OCS Int Prop Securities (Hedged),,,,,,,,,,,,,,,10000,8814.56,5111,,,,
IOOF OCS Intl Shares High Opp (Hedged),,,,,,,,,,,,,,,,8241,9917.3,,,,
IOOF OCS Intl Shares High Opp (Unhedged),,,,,,,,,,,,,,,30000,25000,,,,,
IOOF OCS Investors Mutual Aust ex-50,,,,,,,,,,,56666.67,161000,201000,155833.33,180000,118680.67,74292,81112,,,
IOOF OCS Investors Mutual Ind Share,,,,,,,,,,,0,373000,1032000,1389166.67,1805000,1446903.75,1276464.42,1314870.5,,,
IOOF OCS JBWere Diversified Growth,,,,,,,,,,,,55555.56,292000,469166.67,452500,313344.17,272105.67,163139.5,,,
IOOF OCS JBWere Global Small Companies,,,,,,,,,,,16666.67,50000,183000,306666.67,266666.67,164549.83,125223.5,96109,,,
IOOF OCS Lazard Australian Equity,,,,,,,,,,,43333.33,112000,533000,814166.67,772500,451014.67,318638.08,229715,,,
IOOF OCS Lazard Global Small Cap,,,,,,,,,,,0,30000,116000,274166.67,464166.67,457276.75,277864.08,259133,,,
IOOF OCS Macq Diversified Fixed Interest,,,,,,,,,,,,,,,0,92401.2,44980.75,40897.5,,,
IOOF OCS Macquarie Income Opportunities,,,,,,,,,,,,,,,47000,81892.75,128425.75,99202.5,,,
IOOF OCS Maq Intl Infras Securities,,,,,,,,,,,,,,40000,193333.33,215678.67,100924.67,98015,,,
IOOF OCS Marsico Large Cap Growth,,,,,,,,,,,,,,,10000,10000,,,,,
IOOF OCS Marvin & Palmer Global Equity,,,,,,,,,,,,10000,10000,22500,37500,32250.17,11054.83,8124.5,,,
IOOF OCS MFS Hedged Global Equity,,,,,,,,,,,,,,,12222.22,18200,25888.67,45040,,,
IOOF OCS MFS Unhedged Global Equity,,,,,,,,,,,,,,,10000,17273.11,36713.08,26244,,,
IOOF OCS MIR Absolute Return,,,,,,,,,,,,,,,10000,26029.83,35275.8,,,,
IOOF OCS Morgan Stanley Global Equity,,,,,,,,,,,,16000,21000,39166.67,25833.33,12977.33,7063.75,6534,,,
IOOF OCS Orion Australian Shares,,,,,,,,,,,,32000,268000,539166.67,965833.33,889506.42,986564.67,1158819.5,,,
IOOF OCS Perennial Aust Listed Prop Sec,,,,,,,,,,,,,,,10000,305,348.57,,,,
IOOF OCS Perpetual Balanced Growth,,,,,,,,,,,,95555.56,185000,335000,475000,464136.33,476441.17,455200,,,
IOOF OCS Perpetual Ethical SRI,,,,,,,,,,,,,,,,,32305.4,109956.5,,,
IOOF OCS Perpetual Income,,,,,,,,,,,,,,,0,75829.38,89469.33,90615.5,,,
IOOF OCS Perpetual Industrial Share,,,,,,,,,,,,,,91666.67,360909.09,572388.75,824192,894756,,,
IOOF OCS Perpetual Property Securities,,,,,,,,,,,,,,0,24166.67,53062.67,108927.67,158108.5,,,
IOOF OCS PIMCO Diversified Fxd Interest,,,,,,,,,,,0,28000,70000,85833.33,130833.33,144380.08,107106.33,106066,,,
IOOF OCS PIMCO Global Commodities,,,,,,,,,,,,,,,,42739.25,18507.92,9280,,,
IOOF OCS PIMCO Global Credit,,,,,,,,,,,0,42857.14,115000,235000,310833.33,304562.5,316160.33,356442.5,,,
IOOF OCS Platinum Asia,,,,,,,,,,,,,,,234000,395533.92,374852.83,357456,,,
IOOF OCS Platinum European,,,,,,,,,,,,,,,34000,39021.25,33774.08,33827.5,,,
IOOF OCS Platinum International,,,,,,,,,,,45000,581000,1463000,2426666.67,3200833.33,2992471,2978152.83,3121607,,,
IOOF OCS PM Cap Absolute Performance,,,,,,,,,,,,,,,,,5354.64,10924,,,
IOOF OCS Premium China,,,,,,,,,,,,,,10000,120000,279063.5,331605.42,372175,,,
IOOF OCS Prime Value Growth,,,,,,,,,,,,,,,10000,138763.42,399646.25,528151,,,
IOOF OCS Principal Property Securities,,,,,,,,,,,,,,,,3526.67,13017.5,38177,,,
IOOF OCS RREEF Paladin Property Security,,,,,,,,,,,,30000,67000,96666.67,225000,123147.08,66175.42,68346,,,
IOOF OCS Schroder Asia Pacific,,,,,,,,,,,,,,10000,77500,126662.58,126019.67,115719,,,
IOOF OCS Schroder Australian Equity,,,,,,,,,,,0,60000,256000,376666.67,560000,556090.67,520988.67,637086,,,
IOOF OCS Schroder Balanced,,,,,,,,,,,,0,0,,0,,,,,,
IOOF OCS Schroder Fixed Income,,,,,,,,,,,,,,,,39018,133856.25,70625,,,
IOOF OCS SG Hiscock Listed Prop Sec,,,,,,,,,,,0,66250,160000,192500,264166.67,132881.25,92516.67,111039,,,
IOOF OCS SGH LaSalle Global Listed Prop,,,,,,,,,,,,,,61428.57,303333.33,376910.67,161035.58,150381.5,,,
IOOF OCS T Rowe Price Global Equities,,,,,,,,,,,,,,,,47753.25,112348.58,179345,,,
IOOF OCS TAAM Asia,,,,,,,,,,,,,,,,42730.25,76662.83,110111.5,,,
IOOF OCS Templeton Global Equity,,,,,,,,,,,,,,,,9667,7140.5,7257,,,
IOOF OCS UBS Australian Bond,,,,,,,,,,,0,157000,365000,489166.67,591666.67,614603.67,504373.08,538598,,,
IOOF OCS UBS Australian Share,,,,,,,,,,,0,180000,567000,880833.33,1224166.67,878046.17,857409.58,912525.5,,,
IOOF OCS UBS Balanced Investment,,,,,,,,,,,,86666.67,147000,190833.33,235833.33,198325.5,185690.25,190402,,,
IOOF OCS UBS Cash,,,,,,,,,,,37500,131000,234000,320000,617500,993637.75,1556080.75,1479364,,,
IOOF OCS UBS Credit Enhanced Cash,,,,,,,,,,,0,65000,234000,299166.67,334166.67,162121.92,82135.58,64637,,,
